Pokemon,Type,Stat,Score
Mega Audino,Normal,speed,50
Audino,Normal,hp,103
Audino,Normal,attack,60
Audino,Normal,defense,86
Audino,Normal,sp_attack,60
Audino,Normal,sp_defense,86
Audino,Normal,speed,50
Excadrill,Ground,hp,110
Excadrill,Ground,attack,135
Excadrill,Ground,defense,60
Excadrill,Ground,sp_attack,50
Excadrill,Ground,sp_defense,65
Excadrill,Ground,speed,88
Drilbur,Ground,hp,60
Drilbur,Ground,attack,85
Drilbur,Ground,defense,40
Drilbur,Ground,sp_attack,30
Drilbur,Ground,sp_defense,45
Drilbur,Ground,speed,68
Swoobat,Psychic,hp,67
Swoobat,Psychic,attack,57
Swoobat,Psychic,defense,55
Swoobat,Psychic,sp_attack,77
Swoobat,Psychic,sp_defense,55
Swoobat,Psychic,speed,114
Woobat,Psychic,hp,65
Woobat,Psychic,attack,45
Woobat,Psychic,defense,43
Woobat,Psychic,sp_attack,55
Woobat,Psychic,sp_defense,43
Woobat,Psychic,speed,72
Gigalith,Rock,hp,85
Gigalith,Rock,attack,135
Gigalith,Rock,defense,130
Gigalith,Rock,sp_attack,60
Gigalith,Rock,sp_defense,80
Gigalith,Rock,speed,25
Boldore,Rock,hp,70
Boldore,Rock,attack,105
Boldore,Rock,defense,105
Boldore,Rock,sp_attack,50
Boldore,Rock,sp_defense,40
Boldore,Rock,speed,20
Roggenrola,Rock,hp,55
Roggenrola,Rock,attack,75
Roggenrola,Rock,defense,85
Roggenrola,Rock,sp_attack,25
Roggenrola,Rock,sp_defense,25
Roggenrola,Rock,speed,15
Zebstrika,Electric,hp,75
Zebstrika,Electric,attack,100
Zebstrika,Electric,defense,63
Zebstrika,Electric,sp_attack,80
Zebstrika,Electric,sp_defense,63
Zebstrika,Electric,speed,116
Blitzle,Electric,hp,45
Blitzle,Electric,attack,60
Blitzle,Electric,defense,32
Blitzle,Electric,sp_attack,50
Blitzle,Electric,sp_defense,32
Blitzle,Electric,speed,76
Unfezant,Normal,hp,80
Unfezant,Normal,attack,115
Unfezant,Normal,defense,80
Unfezant,Normal,sp_attack,65
Unfezant,Normal,sp_defense,55
Unfezant,Normal,speed,93
Tranquill,Normal,hp,62
Tranquill,Normal,attack,77
Tranquill,Normal,defense,62
Tranquill,Normal,sp_attack,50
Tranquill,Normal,sp_defense,42
Tranquill,Normal,speed,65
Pidove,Normal,hp,50
Pidove,Normal,attack,55
Pidove,Normal,defense,50
Pidove,Normal,sp_attack,36
Pidove,Normal,sp_defense,30
Pidove,Normal,speed,43
Musharna,Psychic,hp,116
Musharna,Psychic,attack,55
Musharna,Psychic,defense,85
Musharna,Psychic,sp_attack,107
Musharna,Psychic,sp_defense,95
Musharna,Psychic,speed,29
Munna,Psychic,hp,76
Munna,Psychic,attack,25
Munna,Psychic,defense,45
Munna,Psychic,sp_attack,67
Munna,Psychic,sp_defense,55
Munna,Psychic,speed,24
Simipour,Water,hp,75
Simipour,Water,attack,98
Simipour,Water,defense,63
Simipour,Water,sp_attack,98
Simipour,Water,sp_defense,63
Simipour,Water,speed,101
Panpour,Water,hp,50
Panpour,Water,attack,53
Panpour,Water,defense,48
Panpour,Water,sp_attack,53
Panpour,Water,sp_defense,48
Panpour,Water,speed,64
Simisear,Fire,hp,75
Simisear,Fire,attack,98
Simisear,Fire,defense,63
Simisear,Fire,sp_attack,98
Simisear,Fire,sp_defense,63
Simisear,Fire,speed,101
Pansear,Fire,hp,50
Pansear,Fire,attack,53
Pansear,Fire,defense,48
Pansear,Fire,sp_attack,53
Pansear,Fire,sp_defense,48
Pansear,Fire,speed,64
Simisage,Grass,hp,75
Simisage,Grass,attack,98
Simisage,Grass,defense,63
Simisage,Grass,sp_attack,98
Simisage,Grass,sp_defense,63
Simisage,Grass,speed,101
Pansage,Grass,hp,50
Pansage,Grass,attack,53
Pansage,Grass,defense,48
Pansage,Grass,sp_attack,53
Pansage,Grass,sp_defense,48
Pansage,Grass,speed,64
Liepard,Dark,hp,64
Liepard,Dark,attack,88
Liepard,Dark,defense,50
Liepard,Dark,sp_attack,88
Liepard,Dark,sp_defense,50
Liepard,Dark,speed,106
Purrloin,Dark,hp,41
Purrloin,Dark,attack,50
Purrloin,Dark,defense,37
Purrloin,Dark,sp_attack,50
Purrloin,Dark,sp_defense,37
Purrloin,Dark,speed,66
Stoutland,Normal,hp,85
Stoutland,Normal,attack,110
Stoutland,Normal,defense,90
Stoutland,Normal,sp_attack,45
Stoutland,Normal,sp_defense,90
Stoutland,Normal,speed,80
Herdier,Normal,hp,65
Herdier,Normal,attack,80
Herdier,Normal,defense,65
Herdier,Normal,sp_attack,35
Herdier,Normal,sp_defense,65
Herdier,Normal,speed,60
Lillipup,Normal,hp,45
Lillipup,Normal,attack,60
Lillipup,Normal,defense,45
Lillipup,Normal,sp_attack,25
Lillipup,Normal,sp_defense,45
Lillipup,Normal,speed,55
Watchog,Normal,hp,60
Watchog,Normal,attack,85
Watchog,Normal,defense,69
Watchog,Normal,sp_attack,60
Watchog,Normal,sp_defense,69
Watchog,Normal,speed,77
Patrat,Normal,hp,45
Patrat,Normal,attack,55
Patrat,Normal,defense,39
Patrat,Normal,sp_attack,35
Patrat,Normal,sp_defense,39
Patrat,Normal,speed,42
Samurott,Water,hp,95
Samurott,Water,attack,100
Samurott,Water,defense,85
Samurott,Water,sp_attack,108
Samurott,Water,sp_defense,70
Samurott,Water,speed,70
Dewott,Water,hp,75
Dewott,Water,attack,75
Dewott,Water,defense,60
Dewott,Water,sp_attack,83
Dewott,Water,sp_defense,60
Dewott,Water,speed,60
Oshawott,Water,hp,55
Oshawott,Water,attack,55
Oshawott,Water,defense,45
Oshawott,Water,sp_attack,63
Oshawott,Water,sp_defense,45
Oshawott,Water,speed,45
Emboar,Fire,hp,110
Emboar,Fire,attack,123
Emboar,Fire,defense,65
Emboar,Fire,sp_attack,100
Emboar,Fire,sp_defense,65
Emboar,Fire,speed,65
Pignite,Fire,hp,90
Pignite,Fire,attack,93
Pignite,Fire,defense,55
Pignite,Fire,sp_attack,70
Pignite,Fire,sp_defense,55
Pignite,Fire,speed,55
Tepig,Fire,hp,65
Tepig,Fire,attack,63
Tepig,Fire,defense,45
Tepig,Fire,sp_attack,45
Tepig,Fire,sp_defense,45
Tepig,Fire,speed,45
Serperior,Grass,hp,75
Serperior,Grass,attack,75
Serperior,Grass,defense,95
Serperior,Grass,sp_attack,75
Serperior,Grass,sp_defense,95
Serperior,Grass,speed,113
Servine,Grass,hp,60
Servine,Grass,attack,60
Servine,Grass,defense,75
Servine,Grass,sp_attack,60
Servine,Grass,sp_defense,75
Servine,Grass,speed,83
Snivy,Grass,hp,45
Snivy,Grass,attack,45
Snivy,Grass,defense,55
Snivy,Grass,sp_attack,45
Snivy,Grass,sp_defense,55
Snivy,Grass,speed,63
Victini,Psychic,hp,100
Victini,Psychic,attack,100
Victini,Psychic,defense,100
Victini,Psychic,sp_attack,100
Victini,Psychic,sp_defense,100
Victini,Psychic,speed,100
Arceus,Normal,hp,120
Arceus,Normal,attack,120
Arceus,Normal,defense,120
Arceus,Normal,sp_attack,120
Arceus,Normal,sp_defense,120
Arceus,Normal,speed,120
Shaymin Sky Forme,Grass,hp,100
Shaymin Sky Forme,Grass,attack,103
Shaymin Sky Forme,Grass,defense,75
Shaymin Sky Forme,Grass,sp_attack,120
Shaymin Sky Forme,Grass,sp_defense,75
Shaymin Sky Forme,Grass,speed,127
Shaymin Land Forme,Grass,hp,100
Shaymin Land Forme,Grass,attack,100
Shaymin Land Forme,Grass,defense,100
Shaymin Land Forme,Grass,sp_attack,100
Shaymin Land Forme,Grass,sp_defense,100
Shaymin Land Forme,Grass,speed,100
Darkrai,Dark,hp,70
Darkrai,Dark,attack,90
Darkrai,Dark,defense,90
Darkrai,Dark,sp_attack,135
Darkrai,Dark,sp_defense,90
Darkrai,Dark,speed,125
Manaphy,Water,hp,100
Manaphy,Water,attack,100
Manaphy,Water,defense,100
Manaphy,Water,sp_attack,100
Manaphy,Water,sp_defense,100
Manaphy,Water,speed,100
Phione,Water,hp,80
Phione,Water,attack,80
Phione,Water,defense,80
Phione,Water,sp_attack,80
Phione,Water,sp_defense,80
Phione,Water,speed,80
Cresselia,Psychic,hp,120
Cresselia,Psychic,attack,70
Cresselia,Psychic,defense,120
Cresselia,Psychic,sp_attack,75
Cresselia,Psychic,sp_defense,130
Cresselia,Psychic,speed,85
Giratina Origin Forme,Ghost,hp,150
Giratina Origin Forme,Ghost,attack,120
Giratina Origin Forme,Ghost,defense,100
Giratina Origin Forme,Ghost,sp_attack,120
Giratina Origin Forme,Ghost,sp_defense,100
Giratina Origin Forme,Ghost,speed,90
Giratina Altered Forme,Ghost,hp,150
Giratina Altered Forme,Ghost,attack,100
Giratina Altered Forme,Ghost,defense,120
Giratina Altered Forme,Ghost,sp_attack,100
Giratina Altered Forme,Ghost,sp_defense,120
Giratina Altered Forme,Ghost,speed,90
Regigigas,Normal,hp,110
Regigigas,Normal,attack,160
Regigigas,Normal,defense,110
Regigigas,Normal,sp_attack,80
Regigigas,Normal,sp_defense,110
Regigigas,Normal,speed,100
Heatran,Fire,hp,91
Heatran,Fire,attack,90
Heatran,Fire,defense,106
Heatran,Fire,sp_attack,130
Heatran,Fire,sp_defense,106
Heatran,Fire,speed,77
Palkia,Water,hp,90
Palkia,Water,attack,120
Palkia,Water,defense,100
Palkia,Water,sp_attack,150
Palkia,Water,sp_defense,120
Palkia,Water,speed,100
Dialga,Steel,hp,100
Dialga,Steel,attack,120
Dialga,Steel,defense,120
Dialga,Steel,sp_attack,150
Dialga,Steel,sp_defense,100
Dialga,Steel,speed,90
Azelf,Psychic,hp,75
Azelf,Psychic,attack,125
Azelf,Psychic,defense,70
Azelf,Psychic,sp_attack,125
Azelf,Psychic,sp_defense,70
Azelf,Psychic,speed,115
Mesprit,Psychic,hp,80
Mesprit,Psychic,attack,105
Mesprit,Psychic,defense,105
Mesprit,Psychic,sp_attack,105
Mesprit,Psychic,sp_defense,105
Mesprit,Psychic,speed,80
Uxie,Psychic,hp,75
Uxie,Psychic,attack,75
Uxie,Psychic,defense,130
Uxie,Psychic,sp_attack,75
Uxie,Psychic,sp_defense,130
Uxie,Psychic,speed,95
Mow Rotom,Electric,hp,50
Mow Rotom,Electric,attack,65
Mow Rotom,Electric,defense,107
Mow Rotom,Electric,sp_attack,105
Mow Rotom,Electric,sp_defense,107
Mow Rotom,Electric,speed,86
Fan Rotom,Electric,hp,50
Fan Rotom,Electric,attack,65
Fan Rotom,Electric,defense,107
Fan Rotom,Electric,sp_attack,105
Fan Rotom,Electric,sp_defense,107
Fan Rotom,Electric,speed,86
Frost Rotom,Electric,hp,50
Frost Rotom,Electric,attack,65
Frost Rotom,Electric,defense,107
Frost Rotom,Electric,sp_attack,105
Frost Rotom,Electric,sp_defense,107
Frost Rotom,Electric,speed,86
Wash Rotom,Electric,hp,50
Wash Rotom,Electric,attack,65
Wash Rotom,Electric,defense,107
Wash Rotom,Electric,sp_attack,105
Wash Rotom,Electric,sp_defense,107
Wash Rotom,Electric,speed,86
Heat Rotom,Electric,hp,50
Heat Rotom,Electric,attack,65
Heat Rotom,Electric,defense,107
Heat Rotom,Electric,sp_attack,105
Heat Rotom,Electric,sp_defense,107
Heat Rotom,Electric,speed,86
Rotom,Electric,hp,50
Rotom,Electric,attack,50
Rotom,Electric,defense,77
Rotom,Electric,sp_attack,95
Rotom,Electric,sp_defense,77
Rotom,Electric,speed,91
Froslass,Ice,hp,70
Froslass,Ice,attack,80
Froslass,Ice,defense,70
Froslass,Ice,sp_attack,80
Froslass,Ice,sp_defense,70
Froslass,Ice,speed,110
Dusknoir,Ghost,hp,45
Dusknoir,Ghost,attack,100
Dusknoir,Ghost,defense,135
Dusknoir,Ghost,sp_attack,65
Dusknoir,Ghost,sp_defense,135
Dusknoir,Ghost,speed,45
Probopass,Rock,hp,60
Probopass,Rock,attack,55
Probopass,Rock,defense,145
Probopass,Rock,sp_attack,75
Probopass,Rock,sp_defense,150
Probopass,Rock,speed,40
Mega Gallade,Psychic,hp,68
Mega Gallade,Psychic,attack,165
Mega Gallade,Psychic,defense,95
Mega Gallade,Psychic,sp_attack,65
Mega Gallade,Psychic,sp_defense,115
Mega Gallade,Psychic,speed,110
Gallade,Psychic,hp,68
Gallade,Psychic,attack,125
Gallade,Psychic,defense,65
Gallade,Psychic,sp_attack,65
Gallade,Psychic,sp_defense,115
Gallade,Psychic,speed,80
Porygon-Z,Normal,hp,85
Porygon-Z,Normal,attack,80
Porygon-Z,Normal,defense,70
Porygon-Z,Normal,sp_attack,135
Porygon-Z,Normal,sp_defense,75
Porygon-Z,Normal,speed,90
Mamoswine,Ice,hp,110
Mamoswine,Ice,attack,130
Mamoswine,Ice,defense,80
Mamoswine,Ice,sp_attack,70
Mamoswine,Ice,sp_defense,60
Mamoswine,Ice,speed,80
Gliscor,Ground,hp,75
Gliscor,Ground,attack,95
Gliscor,Ground,defense,125
Gliscor,Ground,sp_attack,45
Gliscor,Ground,sp_defense,75
Gliscor,Ground,speed,95
Glaceon,Ice,hp,65
Glaceon,Ice,attack,60
Glaceon,Ice,defense,110
Glaceon,Ice,sp_attack,130
Glaceon,Ice,sp_defense,95
Glaceon,Ice,speed,65
Leafeon,Grass,hp,65
Leafeon,Grass,attack,110
Leafeon,Grass,defense,130
Leafeon,Grass,sp_attack,60
Leafeon,Grass,sp_defense,65
Leafeon,Grass,speed,95
Yanmega,Bug,hp,86
Yanmega,Bug,attack,76
Yanmega,Bug,defense,86
Yanmega,Bug,sp_attack,116
Yanmega,Bug,sp_defense,56
Yanmega,Bug,speed,95
Togekiss,Fairy,hp,85
Togekiss,Fairy,attack,50
Togekiss,Fairy,defense,95
Togekiss,Fairy,sp_attack,120
Togekiss,Fairy,sp_defense,115
Togekiss,Fairy,speed,80
Magmortar,Fire,hp,75
Magmortar,Fire,attack,95
Magmortar,Fire,defense,67
Magmortar,Fire,sp_attack,125
Magmortar,Fire,sp_defense,95
Magmortar,Fire,speed,83
Electivire,Electric,hp,75
Electivire,Electric,attack,123
Electivire,Electric,defense,67
Electivire,Electric,sp_attack,95
Electivire,Electric,sp_defense,85
Electivire,Electric,speed,95
Tangrowth,Grass,hp,100
Tangrowth,Grass,attack,100
Tangrowth,Grass,defense,125
Tangrowth,Grass,sp_attack,110
Tangrowth,Grass,sp_defense,50
Tangrowth,Grass,speed,50
Rhyperior,Ground,hp,115
Rhyperior,Ground,attack,140
Rhyperior,Ground,defense,130
Rhyperior,Ground,sp_attack,55
Rhyperior,Ground,sp_defense,55
Rhyperior,Ground,speed,40
Lickilicky,Normal,hp,110
Lickilicky,Normal,attack,85
Lickilicky,Normal,defense,95
Lickilicky,Normal,sp_attack,80
Lickilicky,Normal,sp_defense,95
Lickilicky,Normal,speed,50
Magnezone,Electric,hp,70
Magnezone,Electric,attack,70
Magnezone,Electric,defense,115
Magnezone,Electric,sp_attack,130
Magnezone,Electric,sp_defense,90
Magnezone,Electric,speed,60
Weavile,Dark,hp,70
Weavile,Dark,attack,120
Weavile,Dark,defense,65
Weavile,Dark,sp_attack,45
Weavile,Dark,sp_defense,85
Weavile,Dark,speed,125
Mega Abomasnow,Grass,hp,90
Mega Abomasnow,Grass,attack,132
Mega Abomasnow,Grass,defense,105
Mega Abomasnow,Grass,sp_attack,132
Mega Abomasnow,Grass,sp_defense,105
Mega Abomasnow,Grass,speed,30
Abomasnow,Grass,hp,90
Abomasnow,Grass,attack,92
Abomasnow,Grass,defense,75
Abomasnow,Grass,sp_attack,92
Abomasnow,Grass,sp_defense,85
Abomasnow,Grass,speed,60
Snover,Grass,hp,60
Snover,Grass,attack,62
Snover,Grass,defense,50
Snover,Grass,sp_attack,62
Snover,Grass,sp_defense,60
Snover,Grass,speed,40
Mantyke,Water,hp,45
Mantyke,Water,attack,20
Mantyke,Water,defense,50
Mantyke,Water,sp_attack,60
Mantyke,Water,sp_defense,120
Mantyke,Water,speed,50
Lumineon,Water,hp,69
Lumineon,Water,attack,69
Lumineon,Water,defense,76
Lumineon,Water,sp_attack,69
Lumineon,Water,sp_defense,86
Lumineon,Water,speed,91
Finneon,Water,hp,49
Finneon,Water,attack,49
Finneon,Water,defense,56
Finneon,Water,sp_attack,49
Finneon,Water,sp_defense,61
Finneon,Water,speed,66
Carnivine,Grass,hp,74
Carnivine,Grass,attack,100
Carnivine,Grass,defense,72
Carnivine,Grass,sp_attack,90
Carnivine,Grass,sp_defense,72
Carnivine,Grass,speed,46
Toxicroak,Poison,hp,83
Toxicroak,Poison,attack,106
Toxicroak,Poison,defense,65
Toxicroak,Poison,sp_attack,86
Toxicroak,Poison,sp_defense,65
Toxicroak,Poison,speed,85
Croagunk,Poison,hp,48
Croagunk,Poison,attack,61
Croagunk,Poison,defense,40
Croagunk,Poison,sp_attack,61
Croagunk,Poison,sp_defense,40
Croagunk,Poison,speed,50
Drapion,Poison,hp,70
Drapion,Poison,attack,90
Drapion,Poison,defense,110
Drapion,Poison,sp_attack,60
Drapion,Poison,sp_defense,75
Drapion,Poison,speed,95
Skorupi,Poison,hp,40
Skorupi,Poison,attack,50
Skorupi,Poison,defense,90
Skorupi,Poison,sp_attack,30
Skorupi,Poison,sp_defense,55
Skorupi,Poison,speed,65
Hippowdon,Ground,hp,108
Hippowdon,Ground,attack,112
Hippowdon,Ground,defense,118
Hippowdon,Ground,sp_attack,68
Hippowdon,Ground,sp_defense,72
Hippowdon,Ground,speed,47
Hippopotas,Ground,hp,68
Hippopotas,Ground,attack,72
Hippopotas,Ground,defense,78
Hippopotas,Ground,sp_attack,38
Hippopotas,Ground,sp_defense,42
Hippopotas,Ground,speed,32
Mega Lucario,Fighting,hp,70
Mega Lucario,Fighting,attack,145
Mega Lucario,Fighting,defense,88
Mega Lucario,Fighting,sp_attack,140
Mega Lucario,Fighting,sp_defense,70
Mega Lucario,Fighting,speed,112
Lucario,Fighting,hp,70
Lucario,Fighting,attack,110
Lucario,Fighting,defense,70
Lucario,Fighting,sp_attack,115
Lucario,Fighting,sp_defense,70
Lucario,Fighting,speed,90
Riolu,Fighting,hp,40
Riolu,Fighting,attack,70
Riolu,Fighting,defense,40
Riolu,Fighting,sp_attack,35
Riolu,Fighting,sp_defense,40
Riolu,Fighting,speed,60
Munchlax,Normal,hp,135
Munchlax,Normal,attack,85
Munchlax,Normal,defense,40
Munchlax,Normal,sp_attack,40
Munchlax,Normal,sp_defense,85
Munchlax,Normal,speed,5
Mega Garchomp,Dragon,hp,108
Mega Garchomp,Dragon,attack,170
Mega Garchomp,Dragon,defense,115
Mega Garchomp,Dragon,sp_attack,120
Mega Garchomp,Dragon,sp_defense,95
Mega Garchomp,Dragon,speed,92
Garchomp,Dragon,hp,108
Garchomp,Dragon,attack,130
Garchomp,Dragon,defense,95
Garchomp,Dragon,sp_attack,80
Garchomp,Dragon,sp_defense,85
Garchomp,Dragon,speed,102
Gabite,Dragon,hp,68
Gabite,Dragon,attack,90
Gabite,Dragon,defense,65
Gabite,Dragon,sp_attack,50
Gabite,Dragon,sp_defense,55
Gabite,Dragon,speed,82
Gible,Dragon,hp,58
Gible,Dragon,attack,70
Gible,Dragon,defense,45
Gible,Dragon,sp_attack,40
Gible,Dragon,sp_defense,45
Gible,Dragon,speed,42
Spiritomb,Ghost,hp,50
Spiritomb,Ghost,attack,92
Spiritomb,Ghost,defense,108
Spiritomb,Ghost,sp_attack,92
Spiritomb,Ghost,sp_defense,108
Spiritomb,Ghost,speed,35
Chatot,Normal,hp,76
Chatot,Normal,attack,65
Chatot,Normal,defense,45
Chatot,Normal,sp_attack,92
Chatot,Normal,sp_defense,42
Chatot,Normal,speed,91
Happiny,Normal,hp,100
Happiny,Normal,attack,5
Happiny,Normal,defense,5
Happiny,Normal,sp_attack,15
Happiny,Normal,sp_defense,65
Happiny,Normal,speed,30
Mime Jr.,Psychic,hp,20
Mime Jr.,Psychic,attack,25
Mime Jr.,Psychic,defense,45
Mime Jr.,Psychic,sp_attack,70
Mime Jr.,Psychic,sp_defense,90
Mime Jr.,Psychic,speed,60
Bonsly,Rock,hp,50
Bonsly,Rock,attack,80
Bonsly,Rock,defense,95
Bonsly,Rock,sp_attack,10
Bonsly,Rock,sp_defense,45
Bonsly,Rock,speed,10
Bronzong,Steel,hp,67
Bronzong,Steel,attack,89
Bronzong,Steel,defense,116
Bronzong,Steel,sp_attack,79
Bronzong,Steel,sp_defense,116
Bronzong,Steel,speed,33
Bronzor,Steel,hp,57
Bronzor,Steel,attack,24
Bronzor,Steel,defense,86
Bronzor,Steel,sp_attack,24
Bronzor,Steel,sp_defense,86
Bronzor,Steel,speed,23
Skuntank,Poison,hp,103
Skuntank,Poison,attack,93
Skuntank,Poison,defense,67
Skuntank,Poison,sp_attack,71
Skuntank,Poison,sp_defense,61
Skuntank,Poison,speed,84
Stunky,Poison,hp,63
Stunky,Poison,attack,63
Stunky,Poison,defense,47
Stunky,Poison,sp_attack,41
Stunky,Poison,sp_defense,41
Stunky,Poison,speed,74
Chingling,Psychic,hp,45
Chingling,Psychic,attack,30
Chingling,Psychic,defense,50
Chingling,Psychic,sp_attack,65
Chingling,Psychic,sp_defense,50
Chingling,Psychic,speed,45
Purugly,Normal,hp,71
Purugly,Normal,attack,82
Purugly,Normal,defense,64
Purugly,Normal,sp_attack,64
Purugly,Normal,sp_defense,59
Purugly,Normal,speed,112
Glameow,Normal,hp,49
Glameow,Normal,attack,55
Glameow,Normal,defense,42
Glameow,Normal,sp_attack,42
Glameow,Normal,sp_defense,37
Glameow,Normal,speed,85
Honchkrow,Dark,hp,100
Honchkrow,Dark,attack,125
Honchkrow,Dark,defense,52
Honchkrow,Dark,sp_attack,105
Honchkrow,Dark,sp_defense,52
Honchkrow,Dark,speed,71
Mismagius,Ghost,hp,60
Mismagius,Ghost,attack,60
Mismagius,Ghost,defense,60
Mismagius,Ghost,sp_attack,105
Mismagius,Ghost,sp_defense,105
Mismagius,Ghost,speed,105
Mega Lopunny,Normal,hp,65
Mega Lopunny,Normal,attack,136
Mega Lopunny,Normal,defense,94
Mega Lopunny,Normal,sp_attack,54
Mega Lopunny,Normal,sp_defense,96
Mega Lopunny,Normal,speed,135
Lopunny,Normal,hp,65
Lopunny,Normal,attack,76
Lopunny,Normal,defense,84
Lopunny,Normal,sp_attack,54
Lopunny,Normal,sp_defense,96
Lopunny,Normal,speed,105
Buneary,Normal,hp,55
Buneary,Normal,attack,66
Buneary,Normal,defense,44
Buneary,Normal,sp_attack,44
Buneary,Normal,sp_defense,56
Buneary,Normal,speed,85
Drifblim,Ghost,hp,150
Drifblim,Ghost,attack,80
Drifblim,Ghost,defense,44
Drifblim,Ghost,sp_attack,90
Drifblim,Ghost,sp_defense,54
Drifblim,Ghost,speed,80
Drifloon,Ghost,hp,90
Drifloon,Ghost,attack,50
Drifloon,Ghost,defense,34
Drifloon,Ghost,sp_attack,60
Drifloon,Ghost,sp_defense,44
Drifloon,Ghost,speed,70
Ambipom,Normal,hp,75
Ambipom,Normal,attack,100
Ambipom,Normal,defense,66
Ambipom,Normal,sp_attack,60
Ambipom,Normal,sp_defense,66
Ambipom,Normal,speed,115
Gastrodon,Water,hp,111
Gastrodon,Water,attack,83
Gastrodon,Water,defense,68
Gastrodon,Water,sp_attack,92
Gastrodon,Water,sp_defense,82
Gastrodon,Water,speed,39
Shellos,Water,hp,76
Shellos,Water,attack,48
Shellos,Water,defense,48
Shellos,Water,sp_attack,57
Shellos,Water,sp_defense,62
Shellos,Water,speed,34
Cherrim,Grass,hp,70
Cherrim,Grass,attack,60
Cherrim,Grass,defense,70
Cherrim,Grass,sp_attack,87
Cherrim,Grass,sp_defense,78
Cherrim,Grass,speed,85
Cherubi,Grass,hp,45
Cherubi,Grass,attack,35
Cherubi,Grass,defense,45
Cherubi,Grass,sp_attack,62
Cherubi,Grass,sp_defense,53
Cherubi,Grass,speed,35
Floatzel,Water,hp,85
Floatzel,Water,attack,105
Floatzel,Water,defense,55
Floatzel,Water,sp_attack,85
Floatzel,Water,sp_defense,50
Floatzel,Water,speed,115
Buizel,Water,hp,55
Buizel,Water,attack,65
Buizel,Water,defense,35
Buizel,Water,sp_attack,60
Buizel,Water,sp_defense,30
Buizel,Water,speed,85
Pachirisu,Electric,hp,60
Pachirisu,Electric,attack,45
Pachirisu,Electric,defense,70
Pachirisu,Electric,sp_attack,45
Pachirisu,Electric,sp_defense,90
Pachirisu,Electric,speed,95
Vespiquen,Bug,hp,70
Vespiquen,Bug,attack,80
Vespiquen,Bug,defense,102
Vespiquen,Bug,sp_attack,80
Vespiquen,Bug,sp_defense,102
Vespiquen,Bug,speed,40
Combee,Bug,hp,30
Combee,Bug,attack,30
Combee,Bug,defense,42
Combee,Bug,sp_attack,30
Combee,Bug,sp_defense,42
Combee,Bug,speed,70
Mothim,Bug,hp,70
Mothim,Bug,attack,94
Mothim,Bug,defense,50
Mothim,Bug,sp_attack,94
Mothim,Bug,sp_defense,50
Mothim,Bug,speed,66
Wormadam Trash Cloak,Bug,hp,60
Wormadam Trash Cloak,Bug,attack,69
Wormadam Trash Cloak,Bug,defense,95
Wormadam Trash Cloak,Bug,sp_attack,69
Wormadam Trash Cloak,Bug,sp_defense,95
Wormadam Trash Cloak,Bug,speed,36
Wormadam Sandy Cloak,Bug,hp,60
Wormadam Sandy Cloak,Bug,attack,79
Wormadam Sandy Cloak,Bug,defense,105
Wormadam Sandy Cloak,Bug,sp_attack,59
Wormadam Sandy Cloak,Bug,sp_defense,85
Wormadam Sandy Cloak,Bug,speed,36
Wormadam Plant Cloak,Bug,hp,60
Wormadam Plant Cloak,Bug,attack,59
Wormadam Plant Cloak,Bug,defense,85
Wormadam Plant Cloak,Bug,sp_attack,79
Wormadam Plant Cloak,Bug,sp_defense,105
Wormadam Plant Cloak,Bug,speed,36
Burmy,Bug,hp,40
Burmy,Bug,attack,29
Burmy,Bug,defense,45
Burmy,Bug,sp_attack,29
Burmy,Bug,sp_defense,45
Burmy,Bug,speed,36
Bastiodon,Rock,hp,60
Bastiodon,Rock,attack,52
Bastiodon,Rock,defense,168
Bastiodon,Rock,sp_attack,47
Bastiodon,Rock,sp_defense,138
Bastiodon,Rock,speed,30
Shieldon,Rock,hp,30
Shieldon,Rock,attack,42
Shieldon,Rock,defense,118
Shieldon,Rock,sp_attack,42
Shieldon,Rock,sp_defense,88
Shieldon,Rock,speed,30
Rampardos,Rock,hp,97
Rampardos,Rock,attack,165
Rampardos,Rock,defense,60
Rampardos,Rock,sp_attack,65
Rampardos,Rock,sp_defense,50
Rampardos,Rock,speed,58
Cranidos,Rock,hp,67
Cranidos,Rock,attack,125
Cranidos,Rock,defense,40
Cranidos,Rock,sp_attack,30
Cranidos,Rock,sp_defense,30
Cranidos,Rock,speed,58
Roserade,Grass,hp,60
Roserade,Grass,attack,70
Roserade,Grass,defense,65
Roserade,Grass,sp_attack,125
Roserade,Grass,sp_defense,105
Roserade,Grass,speed,90
Budew,Grass,hp,40
Budew,Grass,attack,30
Budew,Grass,defense,35
Budew,Grass,sp_attack,50
Budew,Grass,sp_defense,70
Budew,Grass,speed,55
Luxray,Electric,hp,80
Luxray,Electric,attack,120
Luxray,Electric,defense,79
Luxray,Electric,sp_attack,95
Luxray,Electric,sp_defense,79
Luxray,Electric,speed,70
Luxio,Electric,hp,60
Luxio,Electric,attack,85
Luxio,Electric,defense,49
Luxio,Electric,sp_attack,60
Luxio,Electric,sp_defense,49
Luxio,Electric,speed,60
Shinx,Electric,hp,45
Shinx,Electric,attack,65
Shinx,Electric,defense,34
Shinx,Electric,sp_attack,40
Shinx,Electric,sp_defense,34
Shinx,Electric,speed,45
Kricketune,Bug,hp,77
Kricketune,Bug,attack,85
Kricketune,Bug,defense,51
